89.9㎡,2005年-2020年建,低层(共33层),/sale/502514644?insource=sale_list&top=275,西北,三乡-雅居乐-,3室2厅,满五唯一/电梯,雅居乐万象郡二期 3室2厅89.9m²满五年,100,11123元/㎡,精装
93㎡,,中层(共11层),/sale/502430660?insource=sale_list&top=276,东北,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满五唯一/房本在手/电梯,雅居乐中心城 3室2厅93m²普通装修,97,10430元/㎡,简装
103㎡,2010年-2013年建,高层(共6层),/sale/502596337?insource=sale_list&top=277,西,三乡-三乡-,4室0厅,随时看房/满五年/房本在手,三乡综合市场 4室0厅103m²满五年,72,6990元/㎡,简装
91.13㎡,,高层(共16层),/sale/502722625?insource=sale_list&top=278,南,三乡-三乡-,3室2厅,随时看房/电梯,奥园香山美景 3室2厅91.13m²毛坯,95,10425元/㎡,毛坯
89㎡,2005年-2020年建,中层(共33层),/sale/501693713?insource=sale_list&top=279,南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 3室2厅89m²毛坯,93,10449元/㎡,毛坯
83.81㎡,2002年建,高层(共6层),/sale/500381239?insource=sale_list&top=280,东南,三乡-文昌路-,3室2厅,中山市三乡镇载德小学/满五唯一,加益居 3室1厅83.81m²精装修,70,8352元/㎡,精装
95.22㎡,2015年建,高层(共34层),/sale/500096991?insource=sale_list&top=281,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅95.22m²毛坯,100,10502元/㎡,毛坯
89㎡,2005年建,低层(共9层),/sale/502688021?insource=sale_list&top=282,南,三乡-三乡-,3室2厅,满两年/电梯,凯柏荣域 3室2厅89m²毛坯,95,10674元/㎡,毛坯
100.04㎡,2005年-2016年建,高层(共25层),/sale/502717522?insource=sale_list&top=283,西南,三乡-三乡-,3室2厅,随时看房/满五唯一/电梯,雅居乐森岚 3室2厅100.04m²满五年,90,8996元/㎡,毛坯
96㎡,2015年建,中层(共34层),/sale/502472605?insource=sale_list&top=284,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅96m²毛坯,95,9896元/㎡,毛坯
89㎡,2015年-2019年建,高层(共16层),/sale/502162563?insource=sale_list&top=285,东北,三乡-金涌大道-,3室2厅,随时看房/满五年/电梯,爱琴半岛 3室2厅89m²满五年,100,11236元/㎡,简装
111.71㎡,2013年建,高层(共11层),/sale/500437930?insource=sale_list&top=286,南,三乡-雅居乐-,3室2厅,满五唯一/房本在手,君林水岸 3室2厅111.71m²满五年,82,7340元/㎡,毛坯
93㎡,1996年-2015年建,低层(共12层),/sale/502495730?insource=sale_list&top=287,东南,三乡-文昌路-,3室2厅,满五唯一/房本在手,皇冠花园 3室2厅93m²满五年,85,9140元/㎡,简装
85.66㎡,2003年建,低层(共8层),/sale/502493219?insource=sale_list&top=288,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,雅居乐花园4-6期 3室2厅85.66m²精装修,75,8756元/㎡,精装
91.5㎡,2005年-2020年建,中层(共33层),/sale/501936818?insource=sale_list&top=289,西北,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 3室2厅91.5m²毛坯,92,10055元/㎡,毛坯
93㎡,2005年-2011年建,中层(共16层),/sale/501917568?insource=sale_list&top=290,东南,三乡-雅居乐-,3室2厅,满两年/电梯,嘉美苑 3室2厅93m²毛坯,75,8065元/㎡,毛坯
112㎡,2001年建,高层(共11层),/sale/502429511?insource=sale_list&top=291,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/随时看房/满五年,怡福阳光花园A区 3室2厅112m²满五年,93,8304元/㎡,毛坯
89㎡,2005年建,中层(共9层),/sale/502686014?insource=sale_list&top=292,南,三乡-三乡-,3室2厅,满五唯一/电梯,凯柏荣域 3室2厅89m²毛坯,95,10674元/㎡,毛坯
93.54㎡,2001年-2015年建,高层(共9层),/sale/502618289?insource=sale_list&top=293,西北,三乡-雅居乐-,3室2厅,满两年/电梯,半山午后 3室2厅93.54m²精装修,95,10156元/㎡,精装
85.11㎡,2005年建,中层(共8层),/sale/502432602?insource=sale_list&top=294,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/,雅居乐花园1-3期 3室2厅85.11m²普通装修,55,6462元/㎡,简装
84.21㎡,,中层(共5层),/sale/502503250?insource=sale_list&top=295,南,三乡-三乡-,3室2厅,中山市三乡镇平岚小学/满五唯一/房本在手/电梯,谷都大道 3室2厅84.21m²毛坯,60,7125元/㎡,毛坯
85.66㎡,2003年建,低层(共8层),/sale/100566071?insource=sale_list&top=296,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园4-6期 3室2厅1厨2卫 85.66m² 精致装修,85,9923元/㎡,精装
105㎡,2013年建,高层(共7层),/sale/501360691?insource=sale_list&top=297,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园5区 3室2厅105m²满五年,72,6857元/㎡,精装
89.6㎡,1988年-2018年建,低层(共16层),/sale/501703126?insource=sale_list&top=298,南,三乡-三乡-,3室2厅,电梯,鸿都花园 3室2厅89.6m²毛坯,85,9487元/㎡,毛坯
96㎡,2000年-2018年建,低层(共11层),/sale/502663404?insource=sale_list&top=299,西北,三乡-文昌路-,3室2厅,随时看房/满两年/电梯,秀乐公馆 3室2厅96m²毛坯,82,8542元/㎡,毛坯
78.97㎡,2000年-2018年建,高层(共11层),/sale/502492644?insource=sale_list&top=300,东北,三乡-文昌路-,3室2厅,房本在手/电梯,秀乐公馆 3室2厅78.97m²毛坯,71,8991元/㎡,毛坯
104㎡,2000年-2013年建,中层(共6层),/sale/100448882?insource=sale_list&top=481,西,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,绿茵庭 光后隔壁 低楼层 送装修 送入户送学校,86,8269元/㎡,精装
87.8㎡,1999年-2014年建,中层(共7层),/sale/500799628?insource=sale_list&top=482,东南,三乡-金涌大道-,3室2厅,满两年/房本在手,吉雅花园 3室2厅中高楼层，装修保养好，刚需必选,50,5695元/㎡,简装
78㎡,1993年-2013年建,高层(共7层),/sale/100239900?insource=sale_list&top=483,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园10区 送送！装修3房2厅78平方，送家私家电！低首付！,60,7692元/㎡,简装
85㎡,2000年建,高层(共1层),/sale/100158015?insource=sale_list&top=484,西北,三乡-雅居乐-,3室1厅,中山市三乡镇载德小学/满五年/房本在手,丽景花园 三层小洋房，加商铺，业主诚意出售,83,9765元/㎡,简装
94.71㎡,2013年建,中层(共32层),/sale/500399860?insource=sale_list&top=485,西北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,雅居乐万象郡一期 3室2厅94.71m²满五年,93,9819元/㎡,毛坯
89㎡,2005年-2014年建,高层(共16层),/sale/100560756?insource=sale_list&top=486,北,三乡-金涌大道-,3室2厅,电梯,中恒海晖园 精致装修 格局方正 采光足 家电家私齐全 拎包入住,100,11236元/㎡,精装
120.65㎡,2000年建,中层(共6层),/sale/100556315?insource=sale_list&top=487,西南,三乡-金涌大道-,3室2厅,中山市三乡镇初级中学/满五年,三鑫教师村 普通装修 格局方正 采光足 家电家私齐全 拎包入住,85,7045元/㎡,简装
105㎡,1996年-2013年建,低层(共9层),/sale/100134507?insource=sale_list&top=488,西北,三乡-文昌路-,3室2厅,满五唯一/房本在手,宝之园 电梯3房2厅2卫 低首付 坐拥繁华地段,98,9333元/㎡,精装
114㎡,2005年建,高层(共7层),/sale/502331788?insource=sale_list&top=489,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,雅居乐花园1-3期 三乡镇中3室2厅满五年，装修保养，好看房方便,72,6316元/㎡,精装
89㎡,2005年建,高层(共7层),/sale/502490578?insource=sale_list&top=490,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,雅居乐花园1-3期 三乡镇中3室2厅89m²普通装修,80,8989元/㎡,简装
93㎡,2000年-2014年建,低层(共7层),/sale/500058420?insource=sale_list&top=491,西北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/,雅豪苑 3室2厅93m²精装修,83,8925元/㎡,精装
106㎡,2001年-2015年建,中层(共22层),/sale/100570708?insource=sale_list&top=492,西,三乡-雅居乐-,3室2厅,随时看房/电梯,半山午后 惊喜！3室2厅1厨1卫 106m² 毛坯,100,9434元/㎡,毛坯
89.68㎡,2014年建,中层(共11层),/sale/100151267?insource=sale_list&top=493,南,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/随时看房/满两年/电梯,大翼龙苑二期  南北对通 低首付 送入户花园 业主真心出售,90,10036元/㎡,毛坯
98㎡,2013年建,高层(共6层),/sale/500057745?insource=sale_list&top=494,西南,三乡-雅居乐-,3室2厅,满五唯一/房本在手,"君林水岸 3室2厅98m²普通装修,满5唯1",65,6633元/㎡,简装
112.83㎡,2005年建,中层(共7层),/sale/500108675?insource=sale_list&top=495,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,雅居乐花园1-3期 笋盘大力推荐！！！笋盘大力推荐！3室精装修,95,8420元/㎡,精装
84㎡,2005年建,高层(共23层),/sale/100225894?insource=sale_list&top=496,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手/电梯,"雅居乐酒店 急!  精装3房2厅, 红本在手!",80,9524元/㎡,精装
105㎡,1996年-2013年建,中层(共9层),/sale/500109869?insource=sale_list&top=497,西北,三乡-文昌路-,3室2厅,满两年,宝之园 电梯精致装修，实用3房,98,9333元/㎡,精装
89.8㎡,2007年-2009年建,高层(共11层),/sale/500871663?insource=sale_list&top=498,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手/电梯,东城花园三期 电梯高层精装三房 保养新净 拎包入住,89,9911元/㎡,精装
99.96㎡,1988年-2018年建,中层(共17层),/sale/500507996?insource=sale_list&top=499,北,三乡-三乡-,3室2厅,随时看房/满两年/房本在手/电梯,鸿都花园 3室2厅99.96m²毛坯,85,8503元/㎡,毛坯
124㎡,1996年-2015年建,低层(共12层),/sale/100185340?insource=sale_list&top=500,东南,三乡-文昌路-,3室2厅,随时看房/满五年,皇冠花园 3房2卫 带精装送后花园,100,8065元/㎡,精装
89㎡,1988年-2018年建,高层(共24层),/sale/100308545?insource=sale_list&top=501,北,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园  。户型方正，楼盘质量好，功能合理性,90,10112元/㎡,毛坯
117㎡,2003年建,高层(共7层),/sale/500384563?insource=sale_list&top=502,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满两年,雅居乐上洋新村 3室2厅117m²普通装修,88,7521元/㎡,简装
120㎡,1998年-2008年建,中层(共7层),/sale/500593270?insource=sale_list&top=503,东南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,教师村 精致装修 格局方正 采光足 家电家私齐全 拎包入住,90,7500元/㎡,简装
110㎡,1995年-2014年建,高层(共11层),/sale/100567217?insource=sale_list&top=504,东南,三乡-雅居乐-,3室2厅,满五唯一,宝龙花园 3室2厅1厨2卫  精装,100,9091元/㎡,简装
123㎡,1995年-1996年建,高层(共7层),/sale/100264185?insource=sale_list&top=505,西北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,金乡居一期 小区绿化好，户型好，物业管理不错,85,6911元/㎡,简装
101㎡,1992年-2005年建,高层(共6层),/sale/500020043?insource=sale_list&top=506,南,三乡-雅居乐-,3室2厅,房本在手,骏景楼 惊喜！精装3房2厅，看房方便！交通方便,76,7525元/㎡,简装
129㎡,2000年-2010年建,中层(共4层),/sale/100351349?insource=sale_list&top=507,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,新乐苑 精装大3房 低总价低首付 地理位置好,100,7752元/㎡,精装
75㎡,2004年建,高层(共7层),/sale/100161374?insource=sale_list&top=508,西北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,金乡居二期    真实出售  详谈价格,58,7733元/㎡,精装
87㎡,2005年-2020年建,低层(共33层),/sale/100395884?insource=sale_list&top=509,东南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅0厨1卫 87.0m² 毛坯,100,11494元/㎡,毛坯
78㎡,1999年-2014年建,高层(共7层),/sale/100395201?insource=sale_list&top=510,西北,三乡-金涌大道-,3室2厅,满两年,"吉雅花园 精装修三房, 中层视野开阔",62,7949元/㎡,精装
108㎡,2008年-2016年建,中层(共17层),/sale/500497619?insource=sale_list&top=451,西,三乡-三乡-,3室2厅,电梯,山林语 3室2厅108m²毛坯,100,9259元/㎡,毛坯
91㎡,2010年-2019年建,低层(共32层),/sale/100512787?insource=sale_list&top=452,南,三乡-三乡-,3室2厅,满两年/电梯,畔山中心城 3室2厅1厨1卫 91.0m² 毛坯,96,10549元/㎡,毛坯
95.49㎡,2000年-2018年建,中层(共11层),/sale/100473851?insource=sale_list&top=453,西北,三乡-文昌路-,3室2厅,满五年/电梯,秀乐公馆 精装三房 拎包入住 价格便宜 ,90,9425元/㎡,简装
100㎡,2001年-2015年建,高层(共22层),/sale/100573050?insource=sale_list&top=454,东,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,半山午后 三鑫附近  别墅 性价比高 靠山,100,10000元/㎡,毛坯
88.71㎡,1988年-2018年建,高层(共24层),/sale/100339962?insource=sale_list&top=455,北,三乡-三乡-,3室2厅,随时看房/满两年/房本在手/电梯,鸿都花园 新小区 环境好随时看房,95,10709元/㎡,毛坯
120㎡,2001年-2013年建,高层(共6层),/sale/100500603?insource=sale_list&top=456,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五唯一,骏景新盛世 物业管理不错，楼盘户型不错，很好二次出售。,96,8000元/㎡,精装
113㎡,2003年-2010年建,高层(共6层),/sale/100258001?insource=sale_list&top=457,北,三乡-小琅环路-,3室2厅,满两年,绿盈轩 户型灵活多变，赠送率高，设计合理。,88,7788元/㎡,精装
121.21㎡,1996年-2016年建,高层(共6层),/sale/500592681?insource=sale_list&top=458,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年/房本在手,东城花园 生活配套齐全，性价比高,83,6848元/㎡,毛坯
74.68㎡,2012年建,高层(共25层),/sale/502293650?insource=sale_list&top=459,西北,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满五唯一/电梯,润颐居二期 3室2厅74.68m²满五年,95,12721元/㎡,精装
90㎡,2005年-2020年建,低层(共33层),/sale/500230348?insource=sale_list&top=460,南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 雅居乐万象郡二期3室2厅90m²毛坯,95,10556元/㎡,毛坯
89.76㎡,2014年建,低层(共11层),/sale/100520888?insource=sale_list&top=461,西南,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/满两年/电梯,大翼龙苑二期 电梯实用3房2卫，赠送面积多，户型方正,86,9581元/㎡,毛坯
73㎡,2002年-2017年建,中层(共6层),/sale/100267950?insource=sale_list&top=462,南,三乡-文昌路-,3室2厅,随时看房,家庆居 实用3房，出入方便，户型方正，南北对流,85,11644元/㎡,简装
80㎡,2000年-2013年建,低层(共11层),/sale/500089825?insource=sale_list&top=463,西南,三乡-金涌大道-,3室2厅,满五年,君怡花园 急售!精装3房2厅 红本在手,80,10000元/㎡,简装
86.58㎡,2004年建,高层(共2层),/sale/500070922?insource=sale_list&top=464,东,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,供销新村 繁华老区 低首付有学校 送15个方,52,6006元/㎡,简装
89.21㎡,2014年建,高层(共11层),/sale/100442359?insource=sale_list&top=465,东南,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/满五唯一/电梯,大翼龙苑二期 如果不合适还有其它房源符合您,96,10761元/㎡,毛坯
103.8㎡,1995年-2013年建,中层(共7层),/sale/100454963?insource=sale_list&top=466,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,华丰花园8区 3室2厅1厨2卫 103.8m² 满五年,72,6936元/㎡,简装
103㎡,1998年建,低层(共6层),/sale/100346718?insource=sale_list&top=467,东北,三乡-文昌路-,3室2厅,满两年,富和花园 3室2厅1厨1卫 103.0m² 精致装修,70,6796元/㎡,精装
109㎡,2000年建,高层(共7层),/sale/100551113?insource=sale_list&top=468,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满两年,丽景花园 3室2厅1厨2卫 新装修业主急售 78万,81,7431元/㎡,简装
115㎡,2001年建,中层(共6层),/sale/500540757?insource=sale_list&top=469,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一,怡福阳光花园A区 3室2厅115m²满五年,92,8000元/㎡,简装
86㎡,2005年建,中层(共7层),/sale/100447756?insource=sale_list&top=470,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/,雅居乐花园1-3期 3室2厅1厨2卫 86.0m² 普通装修,70,8140元/㎡,简装
98㎡,2001年-2008年建,中层(共6层),/sale/500231533?insource=sale_list&top=471,南,三乡-雅居乐-,3室2厅,满五年/房本在手,丽景嘉园一期 3室2厅1厨1卫 97.0m² 满五年,90,9184元/㎡,简装
110㎡,1999年-2014年建,高层(共7层),/sale/100208326?insource=sale_list&top=472,东北,三乡-金涌大道-,3室2厅,满五唯一/房本在手,吉雅花园 110平方舒适3房，单价6字头,68,6182元/㎡,简装
87.12㎡,1994年-2014年建,中层(共7层),/sale/500019424?insource=sale_list&top=473,西南,三乡-雅居乐-,3室2厅,满五唯一,雅居乐逸湖居 3房2厅三房，精装修，西南，带装修，拎包入住。,85,9757元/㎡,精装
118.17㎡,2019年建,中层(共12层),/sale/500899831?insource=sale_list&top=474,南,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,林屋门前 性价比高     ，小区绿化好,85,7193元/㎡,简装
108.9㎡,2007年-2012年建,中层(共11层),/sale/500849731?insource=sale_list&top=475,南,三乡-三乡-,3室2厅,随时看房/满五唯一/房本在手/电梯,东峻华庭 三乡大游乐场对面电梯三房  低首付,100,9183元/㎡,简装
87.15㎡,2005年-2020年建,中层(共33层),/sale/100243385?insource=sale_list&top=476,东南,三乡-雅居乐-,3室2厅,随时看房/满五年/房本在手/电梯,雅居乐万象郡二期 低首付，小区设施齐全，交通便利,100,11474元/㎡,毛坯
120㎡,1998年-2008年建,高层(共7层),/sale/500087529?insource=sale_list&top=477,西,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,教师村 3室2厅120m²精装修,85,7083元/㎡,精装
106㎡,2013年建,高层(共7层),/sale/100101207?insource=sale_list&top=478,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,华丰花园5区 普通装修 3室2厅2卫 106m² 楼梯7楼,72,6792元/㎡,简装
94㎡,2000年-2018年建,中层(共11层),/sale/100197001?insource=sale_list&top=479,西北,三乡-文昌路-,4室2厅,满五唯一/电梯,"秀乐公馆 首付13万,业主诚心出售",100,10638元/㎡,精装
110.4㎡,1998年-2013年建,中层(共11层),/sale/502364120?insource=sale_list&top=480,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,金棕榈花园 随时看房 高档小区 格局方方正正,100,9058元/㎡,精装
93.57㎡,2013年建,高层(共6层),/sale/501304472?insource=sale_list&top=361,东北,三乡-三乡-,3室2厅,满五年/房本在手,金涌美地 3室2厅93.57m²满五年,83,8870元/㎡,简装
93㎡,2005年-2011年建,中层(共16层),/sale/501917568?insource=sale_list&top=362,东南,三乡-雅居乐-,3室2厅,满两年/电梯,嘉美苑 3室2厅93m²毛坯,75,8065元/㎡,毛坯
100.53㎡,2005年-2016年建,低层(共25层),/sale/500065326?insource=sale_list&top=363,南,三乡-三乡-,4室2厅,满五唯一/电梯,雅居乐森岚 4室2厅100.53m²精装修,95,9450元/㎡,精装
93.54㎡,2001年-2015年建,低层(共9层),/sale/500437687?insource=sale_list&top=364,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,半山午后 3室2厅1厨1卫 93.54m² 毛坯,98,10477元/㎡,毛坯
100.66㎡,1992年-2001年建,高层(共7层),/sale/500096242?insource=sale_list&top=365,西南,三乡-小琅环路-,3室2厅,,嘉豪山庄 拎包入住！ 3室2厅2卫100.6m²普通装修,55,5464元/㎡,简装
99.8㎡,2013年建,高层(共32层),/sale/500019478?insource=sale_list&top=366,东,三乡-雅居乐-,3室2厅,满五唯一/房本在手/电梯,雅居乐万象郡一期 全新！全新！毛坯3房2厅，红本在手！,100,10020元/㎡,毛坯
94㎡,2003年-2018年建,中层(共11层),/sale/502333686?insource=sale_list&top=367,北,三乡-金涌大道-,3室2厅,随时看房/满两年/房本在手,海尚绿洲 朋友的房子随时看房  全新保养 就结婚住一段时间,95,10106元/㎡,精装
91.23㎡,2005年-2020年建,中层(共33层),/sale/500021549?insource=sale_list&top=368,西北,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 惊喜价！毛坯3室2厅1卫91.23m²红本在手！,96,10523元/㎡,毛坯
85.1㎡,2003年建,低层(共9层),/sale/100201588?insource=sale_list&top=369,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,雅居乐花园4-6期 别墅区电梯洋房3房2卫,82,9636元/㎡,简装
107㎡,1996年-2013年建,高层(共5层),/sale/500301916?insource=sale_list&top=370,北,三乡-文昌路-,3室2厅,随时看房/满五唯一,绿榕居 3室2厅107m²满五年,85,7944元/㎡,精装
96.6㎡,2002年-2017年建,高层(共6层),/sale/500018730?insource=sale_list&top=371,南,三乡-文昌路-,3室2厅,满五年,家庆居 3室2厅1厨2卫 96.6m² 普通装修,90,9317元/㎡,简装
91㎡,2005年-2009年建,中层(共12层),/sale/100219605?insource=sale_list&top=372,北,三乡-雅居乐-,3室2厅,满两年/房本在手,富和凯悦名门 三鑫外语学校旁 精装修实用3房 电梯中层,88,9670元/㎡,精装
110.46㎡,2000年建,高层(共7层),/sale/500151268?insource=sale_list&top=373,南,三乡-雅居乐-,4室2厅,中山市三乡镇载德小学/随时看房/满五年,丽景花园 4室2厅110.46m²满五年,80,7242元/㎡,简装
101.02㎡,1992年-2008年建,高层(共7层),/sale/100534074?insource=sale_list&top=374,西南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年,华丰花园9区 3房家私家电齐全 拎包入住,70,6929元/㎡,简装
81.42㎡,1999年-2014年建,高层(共7层),/sale/100425605?insource=sale_list&top=375,北,三乡-金涌大道-,3室2厅,随时看房/满两年,吉雅花园 3室2厅1厨1卫 81.42m² 普通装修,51,6264元/㎡,简装
78㎡,2000年-2018年建,中层(共11层),/sale/100428938?insource=sale_list&top=376,东,三乡-文昌路-,3室2厅,满五唯一/电梯,秀乐公馆 繁华地段 小佰俐之称的低价位 低首付 送入户花园,95,12179元/㎡,精装
83.85㎡,2003年建,高层(共7层),/sale/100251020?insource=sale_list&top=377,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,雅居乐花园4-6期 雅居乐物业，别墅区，环境好,75,8945元/㎡,精装
85.63㎡,2008年建,中层(共18层),/sale/500548390?insource=sale_list&top=378,北,三乡-文昌路-,3室2厅,中山市三乡镇大布小学/满五唯一/电梯,富和名都花园 3室2厅85.63m²满五年,95,11094元/㎡,简装
89㎡,2005年-2009年建,低层(共11层),/sale/500881338?insource=sale_list&top=379,北,三乡-雅居乐-,3室2厅,满两年,富和凯悦名门 3室2厅89m²普通装修,88,9888元/㎡,简装
93㎡,2010年建,中层(共9层),/sale/100435779?insource=sale_list&top=380,北,三乡-雅居乐-,3室2厅,满五唯一,金天地花园 全新毛坯 3室2厅 93m²,50,5376元/㎡,毛坯
115㎡,2000年建,高层(共7层),/sale/100259003?insource=sale_list&top=381,东南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满两年,丽景花园 精装三房，釆光好，户型方正,80,6957元/㎡,精装
90.1㎡,2012年建,中层(共25层),/sale/502393600?insource=sale_list&top=382,西南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/满两年/电梯,润颐居二期 3室2厅90.1m²毛坯,100,11099元/㎡,毛坯
115㎡,2003年-2010年建,低层(共6层),/sale/100157465?insource=sale_list&top=383,西南,三乡-小琅环路-,3室2厅,随时看房/满五唯一/房本在手,"绿盈轩 三乡中点位置，业主没税费,正南,",95,8261元/㎡,简装
103㎡,1995年-2013年建,高层(共7层),/sale/100351214?insource=sale_list&top=384,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园8区 华丰花园三乡繁华地段，价格美丽,80,7767元/㎡,简装
100㎡,2013年建,高层(共7层),/sale/100264213?insource=sale_list&top=385,西南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五年,"华丰花园4区 惊喜！ 精装3房2厅,红本在手!",52,5200元/㎡,简装
103㎡,2004年建,高层(共7层),/sale/100573392?insource=sale_list&top=386,东北,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,金乡居二期 精致装修 格局方正 采光足 家电家私齐全 拎包入住,85,8252元/㎡,简装
89㎡,2005年-2020年建,低层(共33层),/sale/100564749?insource=sale_list&top=387,南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 送车位3室2厅1厨1卫 毛坯,98,11011元/㎡,毛坯
111㎡,1998年-2016年建,高层(共7层),/sale/500110710?insource=sale_list&top=388,东南,三乡-雅居乐-,3室2厅,满两年,丽景城市广场 东南向，健康楼层，大3房，带装修,80,7207元/㎡,简装
90㎡,1988年-2018年建,中层(共24层),/sale/100373880?insource=sale_list&top=389,北,三乡-三乡-,3室2厅,随时看房/满两年/电梯,鸿都花园  有学校 有中学 随时看房 高档小区,83,9222元/㎡,毛坯
81㎡,1999年-2014年建,中层(共7层),/sale/100483186?insource=sale_list&top=390,西南,三乡-金涌大道-,3室2厅,满五唯一/房本在手,"吉雅花园 惊喜！精装3房2厅,红本在手！",53,6543元/㎡,精装
97㎡,2000年-2018年建,中层(共11层),/sale/502439976?insource=sale_list&top=331,东南,三乡-文昌路-,3室2厅,房本在手/电梯,秀乐公馆 3室2厅97m²精装修,98,10103元/㎡,精装
87.42㎡,2015年-2017年建,低层(共9层),/sale/501660038?insource=sale_list&top=332,北,三乡-雅居乐-,3室2厅,满两年,瑞信美域 0室0厅m²,98,11210元/㎡,简装
112㎡,2001年建,高层(共11层),/sale/502429511?insource=sale_list&top=333,北,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/随时看房/满五年,怡福阳光花园A区 3室2厅112m²满五年,93,8304元/㎡,毛坯
85.66㎡,2003年建,低层(共8层),/sale/100566071?insource=sale_list&top=334,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园4-6期 3室2厅1厨2卫 85.66m² 精致装修,85,9923元/㎡,精装
113.62㎡,2005年建,高层(共7层),/sale/501306790?insource=sale_list&top=335,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 3室2厅113.62m²满五年,58,5105元/㎡,简装
